GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010,A00AA2020
"G3901030","Ohio","39","390","Medina County","103","1030",82717,113150,122354,151095,172332,182470
"G3901050","Ohio","39","390","Meigs County","105","1050",19799,23641,22987,23072,23770,22210
"G3901070","Ohio","39","390","Mercer County","107","1070",35265,38334,39443,40924,40814,42528
"G3901090","Ohio","39","390","Miami County","109","1090",84342,90381,93182,98868,102506,108774
"G3901110","Ohio","39","390","Monroe County","111","1110",15739,17382,15497,15180,14642,13385
"G3901130","Ohio","39","390","Montgomery County","113","1130",606148,571697,573809,559062,535153,537309
"G3901150","Ohio","39","390","Morgan County","115","1150",12375,14241,14194,14897,15054,13802
"G3901170","Ohio","39","390","Morrow County","117","1170",21348,26480,27749,31628,34827,34950
"G3901190","Ohio","39","390","Muskingum County","119","1190",77826,83340,82068,84585,86074,86410
"G3901210","Ohio","39","390","Noble County","121","1210",10428,11310,11336,14058,14645,14115
"G3901230","Ohio","39","390","Ottawa County","123","1230",37099,40076,40029,40985,41428,40364
"G3901250","Ohio","39","390","Paulding County","125","1250",19329,21302,20488,20293,19614,18806
"G3901270","Ohio","39","390","Perry County","127","1270",27434,31032,31557,34078,36058,35408
"G3901290","Ohio","39","390","Pickaway County","129","1290",40071,43662,48255,52727,55698,58539
"G3901310","Ohio","39","390","Pike County","131","1310",19114,22802,24249,27695,28709,27088
"G3901330","Ohio","39","390","Portage County","133","1330",125868,135856,142585,152061,161419,161791
"G3901350","Ohio","39","390","Preble County","135","1350",34719,38223,40113,42337,42270,40999
"G3901370","Ohio","39","390","Putnam County","137","1370",31134,32991,33819,34726,34499,34451
"G3901390","Ohio","39","390","Richland County","139","1390",129997,131205,126137,128852,124475,124936
"G3901410","Ohio","39","390","Ross County","141","1410",61211,65004,69330,73345,78064,77093
"G3901430","Ohio","39","390","Sandusky County","143","1430",60983,63267,61963,61792,60944,58896
"G3901450","Ohio","39","390","Scioto County","145","1450",76951,84545,80327,79195,79499,74008
"G3901470","Ohio","39","390","Seneca County","147","1470",60696,61901,59733,58683,56745,55069
"G3901490","Ohio","39","390","Shelby County","149","1490",37748,43089,44915,47910,49423,48230
"G3901510","Ohio","39","390","Stark County","151","1510",372210,378823,367585,378098,375586,374853
"G3901530","Ohio","39","390","Summit County","153","1530",553371,524472,514990,542899,541781,540428
"G3901550","Ohio","39","390","Trumbull County","155","1550",232579,241863,227813,225116,210312,201977
"G3901570","Ohio","39","390","Tuscarawas County","157","1570",77211,84614,84090,90914,92582,93263
"G3901590","Ohio","39","390","Union County","159","1590",23786,29536,31969,40909,52300,62784
"G3901610","Ohio","39","390","Van Wert County","161","1610",29194,30458,30464,29659,28744,28931
"G3901630","Ohio","39","390","Vinton County","163","1630",9420,11584,11098,12806,13435,12800
"G3901650","Ohio","39","390","Warren County","165","1650",84925,99276,113909,158383,212693,242337
"G3901670","Ohio","39","390","Washington County","167","1670",57160,64266,62254,63251,61778,59771
"G3901690","Ohio","39","390","Wayne County","169","1690",87123,97408,101461,111564,114520,116894
"G3901710","Ohio","39","390","Williams County","171","1710",33669,36369,36956,39188,37642,37102
"G3901730","Ohio","39","390","Wood County","173","1730",89722,107372,113269,121065,125488,132248
"G3901750","Ohio","39","390","Wyandot County","175","1750",21826,22651,22254,22908,22615,21900
"G4000010","Oklahoma","40","400","Adair County","001","0010",15141,18575,18421,21038,22683,19495
"G4000030","Oklahoma","40","400","Alfalfa County","003","0030",7224,7077,6416,6105,5642,5699
"G4000050","Oklahoma","40","400","Atoka County","005","0050",10972,12748,12778,13879,14182,14143
"G4000070","Oklahoma","40","400","Beaver County","007","0070",6282,6806,6023,5857,5636,5049
"G4000090","Oklahoma","40","400","Beckham County","009","0090",15754,19243,18812,19799,22119,22410
"G4000110","Oklahoma","40","400","Blaine County","011","0110",11794,13443,11470,11976,11943,8735
"G4000130","Oklahoma","40","400","Bryan County","013","0130",25552,30535,32089,36534,42416,46067
"G4000150","Oklahoma","40","400","Caddo County","015","0150",28931,30905,29550,30150,29600,26945
"G4000170","Oklahoma","40","400","Canadian County","017","0170",32245,56452,74409,87697,115541,154405
"G4000190","Oklahoma","40","400","Carter County","019","0190",37349,43610,42919,45621,47557,48003
"G4000210","Oklahoma","40","400","Cherokee County","021","0210",23174,30684,34049,42521,46987,47078
"G4000230","Oklahoma","40","400","Choctaw County","023","0230",15141,17203,15302,15342,15205,14204
"G4000250","Oklahoma","40","400","Cimarron County","025","0250",4145,3648,3301,3148,2475,2296
"G4000270","Oklahoma","40","400","Cleveland County","027","0270",81839,133173,174253,208016,255755,295528
"G4000290","Oklahoma","40","400","Coal County","029","0290",5525,6041,5780,6031,5925,5266
"G4000310","Oklahoma","40","400","Comanche County","031","0310",108144,112456,111486,114996,124098,121125
"G4000330","Oklahoma","40","400","Cotton County","033","0330",6832,7338,6651,6614,6193,5527
"G4000350","Oklahoma","40","400","Craig County","035","0350",14722,15014,14104,14950,15029,14107
"G4000370","Oklahoma","40","400","Creek County","037","0370",45532,59016,60915,67367,69967,71754
"G4000390","Oklahoma","40","400","Custer County","039","0390",22665,25995,26897,26142,27469,28513
"G4000410","Oklahoma","40","400","Delaware County","041","0410",17767,23946,28070,37077,41487,40397
"G4000430","Oklahoma","40","400","Dewey County","043","0430",5656,5922,5551,4743,4810,4484
"G4000450","Oklahoma","40","400","Ellis County","045","0450",5129,5596,4497,4075,4151,3749
"G4000470","Oklahoma","40","400","Garfield County","047","0470",55365,62820,56735,57813,60580,62846
"G4000490","Oklahoma","40","400","Garvin County","049","0490",24874,27856,26605,27210,27576,25656
"G4000510","Oklahoma","40","400","Grady County","051","0510",29354,39490,41747,45516,52431,54795
"G4000530","Oklahoma","40","400","Grant County","053","0530",7117,6518,5689,5144,4527,4169
"G4000550","Oklahoma","40","400","Greer County","055","0550",7979,7028,6559,6061,6239,5491
"G4000570","Oklahoma","40","400","Harmon County","057","0570",5136,4519,3793,3283,2922,2488
"G4000590","Oklahoma","40","400","Harper County","059","0590",5151,4715,4063,3562,3685,3272
"G4000610","Oklahoma","40","400","Haskell County","061","0610",9578,11010,10940,11792,12769,11561
"G4000630","Oklahoma","40","400","Hughes County","063","0630",13228,14338,13023,14154,14003,13367
"G4000650","Oklahoma","40","400","Jackson County","065","0650",30902,30356,28764,28439,26446,24785
"G4000670","Oklahoma","40","400","Jefferson County","067","0670",7125,8183,7010,6818,6472,5337
"G4000690","Oklahoma","40","400","Johnston County","069","0690",7870,10356,10032,10513,10957,10272
"G4000710","Oklahoma","40","400","Kay County","071","0710",48791,49852,48056,48080,46562,43700
"G4000730","Oklahoma","40","400","Kingfisher County","073","0730",12857,14187,13212,13926,15034,15184
"G4000750","Oklahoma","40","400","Kiowa County","075","0750",12532,12711,11347,10227,9446,8509
"G4000770","Oklahoma","40","400","Latimer County","077","0770",8601,9840,10333,10692,11154,9444
"G4000790","Oklahoma","40","400","Le Flore County","079","0790",32137,40698,43270,48109,50384,48129
"G4000810","Oklahoma","40","400","Lincoln County","081","0810",19482,26601,29216,32080,34273,33458
"G4000830","Oklahoma","40","400","Logan County","083","0830",19645,26881,29011,33924,41848,49555
"G4000850","Oklahoma","40","400","Love County","085","0850",5637,7469,8157,8831,9423,10146
"G4000930","Oklahoma","40","400","Major County","093","0930",7529,8772,8055,7545,7527,7782
"G4000950","Oklahoma","40","400","Marshall County","095","0950",7682,10550,10829,13184,15840,15312
"G4000970","Oklahoma","40","400","Mayes County","097","0970",23302,32261,33366,38369,41259,39046
"G4000870","Oklahoma","40","400","McClain County","087","0870",14157,20291,22795,27740,34506,41662
"G4000890","Oklahoma","40","400","McCurtain County","089","0890",28642,36151,33433,34402,33151,30814
"G4000910","Oklahoma","40","400","McIntosh County","091","0910",12472,15562,16779,19456,20252,18941
"G4000990","Oklahoma","40","400","Murray County","099","0990",10669,12147,12042,12623,13488,13904
"G4001010","Oklahoma","40","400","Muskogee County","101","1010",59542,66939,68078,69451,70990,66339
"G4001030","Oklahoma","40","400","Noble County","103","1030",10043,11573,11045,11411,11561,10924
"G4001050","Oklahoma","40","400","Nowata County","105","1050",9773,11486,9992,10569,10536,9320
"G4001070","Oklahoma","40","400","Okfuskee County","107","1070",10683,11125,11551,11814,12191,11310
"G4001090","Oklahoma","40","400","Oklahoma County","109","1090",526805,568933,599611,660448,718633,796292
"G4001110","Oklahoma","40","400","Okmulgee County","111","1110",35358,39169,36490,39685,40069,36706
"G4001130","Oklahoma","40","400","Osage County","113","1130",29750,39327,41645,44437,47472,45818
"G4001150","Oklahoma","40","400","Ottawa County","115","1150",29800,32870,30561,33194,31848,30285
"G4001170","Oklahoma","40","400","Pawnee County","117","1170",11338,15310,15575,16612,16577,15553
"G4001190","Oklahoma","40","400","Payne County","119","1190",50654,62435,61507,68190,77350,81646
"G4001210","Oklahoma","40","400","Pittsburg County","121","1210",37521,40524,40581,43953,45837,43773
"G4001230","Oklahoma","40","400","Pontotoc County","123","1230",27867,32598,34119,35143,37492,38065
"G4001250","Oklahoma","40","400","Pottawatomie County","125","1250",43134,55239,58760,65521,69442,72454
"G4001270","Oklahoma","40","400","Pushmataha County","127","1270",9385,11773,10997,11667,11572,10812
"G4001290","Oklahoma","40","400","Roger Mills County","129","1290",4452,4799,4147,3436,3647,3442
"G4001310","Oklahoma","40","400","Rogers County","131","1310",28425,46436,55170,70641,86905,95240
"G4001330","Oklahoma","40","400","Seminole County","133","1330",25144,27473,25412,24894,25482,23556
"G4001350","Oklahoma","40","400","Sequoyah County","135","1350",23370,30749,33828,38972,42391,39281
"G4001370","Oklahoma","40","400","Stephens County","137","1370",35902,43419,42299,43182,45048,42848
"G4001390","Oklahoma","40","400","Texas County","139","1390",16352,17727,16419,20107,20640,21384
"G4001410","Oklahoma","40","400","Tillman County","141","1410",12901,12398,10384,9287,7992,6968
"G4001430","Oklahoma","40","400","Tulsa County","143","1430",401663,470593,503341,563299,603403,669279
"G4001450","Oklahoma","40","400","Wagoner County","145","1450",22163,41801,47883,57491,73085,80981
"G4001470","Oklahoma","40","400","Washington County","147","1470",42277,48113,48066,48996,50976,52455
"G4001490","Oklahoma","40","400","Washita County","149","1490",12141,13798,11441,11508,11629,10924
"G4001510","Oklahoma","40","400","Woods County","151","1510",11920,10923,9103,9089,8878,8624
"G4001530","Oklahoma","40","400","Woodward County","153","1530",15537,21172,18976,18486,20081,20470
"G4100010","Oregon","41","410","Baker County","001","0010",14919,16134,15317,16741,16134,16668
"G4100030","Oregon","41","410","Benton County","003","0030",53776,68211,70811,78153,85579,95184
"G4100050","Oregon","41","410","Clackamas County","005","0050",166088,241919,278850,338391,375992,421401
"G4100070","Oregon","41","410","Clatsop County","007","0070",28473,32489,33301,35630,37039,41072
"G4100090","Oregon","41","410","Columbia County","009","0090",28790,35646,37557,43560,49351,52589
"G4100110","Oregon","41","410","Coos County","011","0110",56515,64047,60273,62779,63043,64929
"G4100130","Oregon","41","410","Crook County","013","0130",9985,13091,14111,19182,20978,24738
"G4100150","Oregon","41","410","Curry County","015","0150",13006,16992,19327,21137,22364,23446
"G4100170","Oregon","41","410","Deschutes County","017","0170",30442,62142,74958,115367,157733,198253
"G4100190","Oregon","41","410","Douglas County","019","0190",71743,93748,94649,100399,107667,111201
"G4100210","Oregon","41","410","Gilliam County","021","0210",2342,2057,1717,1915,1871,1995
"G4100230","Oregon","41","410","Grant County","023","0230",6996,8210,7853,7935,7445,7233
"G4100250","Oregon","41","410","Harney County","025","0250",7215,8314,7060,7609,7422,7495
"G4100270","Oregon","41","410","Hood River County","027","0270",13187,15835,16903,20411,22346,23977
"G4100290","Oregon","41","410","Jackson County","029","0290",94533,132456,146389,181269,203206,223259
"G4100310","Oregon","41","410","Jefferson County","031","0310",8548,11599,13676,19009,21720,24502
"G4100330","Oregon","41","410","Josephine County","033","0330",35746,58855,62649,75726,82713,88090
"G4100350","Oregon","41","410","Klamath County","035","0350",50021,59117,57702,63775,66380,69413
"G4100370","Oregon","41","410","Lake County","037","0370",6343,7532,7186,7422,7895,8160
"G4100390","Oregon","41","410","Lane County","039","0390",213358,275226,282912,322959,351715,382971
"G4100410","Oregon","41","410","Lincoln County","041","0410",25755,35264,38889,44479,46034,50395
"G4100430","Oregon","41","410","Linn County","043","0430",71914,89495,91227,103069,116672,128610
